sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,kt_status,status
850,F,42.406551484748945,Central,61.51470769149239,Others,Science,43.43861860062921,Sci&Tech,No,73.89997725271557,Mkt&HR,81.19445752448705,KT In Progress,Not Placed
851,M,92.02188976734692,Others,79.39786442247257,Central,Science,50.47539107483118,Others,Yes,73.56832422039217,Mkt&Fin,64.99553366705192,No KT,Placed
852,F,74.7205245143436,Central,54.42393477361041,Others,Commerce,82.44557650971595,Comm&Mgmt,No,58.78919079151909,Mkt&Fin,78.91162160945217,No KT,Placed
853,M,66.31692515137543,Central,51.49557674408955,Central,Commerce,82.70667669945698,Sci&Tech,No,57.24662635547503,Mkt&HR,58.565948258168994,No KT,Placed
854,M,83.51545962490819,Central,95.09434520052622,Central,Science,93.90131651005993,Sci&Tech,Yes,62.73837931643101,Mkt&HR,76.37213521661991,No KT,Placed
855,M,69.20013648548218,Others,46.10822097697221,Others,Science,74.96116879327496,Comm&Mgmt,Yes,95.7263076901028,Mkt&HR,71.42550979317099,No KT,Placed
856,M,92.40539428489964,Central,70.3574744640959,Central,Science,47.44644206282664,Comm&Mgmt,Yes,55.652648391725506,Mkt&Fin,41.468815948792,No KT,Placed
857,M,94.04211184067552,Others,53.251166977780535,Central,Commerce,47.28489433029833,Comm&Mgmt,No,87.87125516866624,Mkt&HR,87.44217422476683,No KT,Placed
858,M,65.30325561240733,Central,42.335797799540046,Central,Commerce,83.26794144140942,Others,Yes,87.87741965666856,Mkt&HR,40.71386993470934,No KT,Placed
859,F,56.60966783410309,Others,42.161129097485585,Others,Arts,51.02707990647407,Sci&Tech,No,90.48852019486311,Mkt&HR,57.58935653519811,KT Completed,Not Placed
860,M,75.54101971560173,Central,50.51330632634964,Central,Science,59.70312997699632,Others,No,94.33077444946778,Mkt&HR,40.355443927240145,No KT,Not Placed
861,F,94.74180073700145,Others,92.00622127036002,Central,Commerce,69.23272041531483,Comm&Mgmt,No,63.15180887694652,Mkt&Fin,62.572084797711895,KT In Progress,Not Placed
862,M,52.63973134033999,Others,56.9487246386216,Others,Science,41.48589265456907,Others,No,61.22797346344482,Mkt&Fin,43.789631689848356,No KT,Not Placed
863,F,77.37799501380897,Central,97.02755023451775,Central,Commerce,54.92914162119591,Comm&Mgmt,No,73.275283326374,Mkt&Fin,94.81065800987447,No KT,Placed
864,F,77.89361320555123,Others,74.89733757935161,Central,Science,64.47337651043681,Others,Yes,63.254458437601805,Mkt&HR,64.94075770977211,No KT,Placed
865,F,83.98678134491686,Others,66.19685138612596,Central,Commerce,56.77817910959237,Others,Yes,86.71549944915537,Mkt&HR,67.5697464918646,No KT,Placed
866,M,47.894061107635586,Others,74.80533008016727,Central,Arts,48.18221964805395,Comm&Mgmt,No,81.79697883707168,Mkt&HR,60.99101416545129,No KT,Not Placed
867,M,82.94949788092532,Others,71.00190311357606,Central,Arts,83.68073546777184,Others,No,93.74938440263257,Mkt&HR,77.65036925210597,No KT,Placed
868,F,94.54195123993847,Others,85.5265752254395,Others,Science,88.78885931007909,Sci&Tech,Yes,54.136915174353575,Mkt&HR,87.06448699709222,No KT,Placed
869,M,50.78098653221452,Others,56.949763958371136,Others,Commerce,55.44873856862349,Others,Yes,95.75416666790375,Mkt&HR,78.88880458293868,KT In Progress,Not Placed
870,F,54.25259949543266,Others,61.183023496018144,Central,Commerce,86.4651696763782,Others,No,64.66743133350448,Mkt&Fin,84.89242710370766,No KT,Placed
871,M,98.28370564249838,Others,93.64565815199504,Central,Science,63.133213864078826,Sci&Tech,No,74.5347172963492,Mkt&Fin,94.35841981055563,KT In Progress,Not Placed
872,F,50.85861716256939,Central,96.78739078902433,Central,Commerce,70.40114745124016,Comm&Mgmt,Yes,71.93057179698218,Mkt&HR,91.81279190028573,KT In Progress,Not Placed
873,F,91.26310560217475,Central,93.55349364918847,Others,Science,91.36006449358916,Sci&Tech,Yes,88.01558255522119,Mkt&Fin,80.44350716522175,KT Completed,Placed
874,M,69.53667138688209,Others,65.16687963743881,Others,Commerce,84.99722090814447,Others,No,71.01666547159212,Mkt&HR,52.87827777426571,No KT,Placed
875,F,54.833864464190626,Others,86.82193018041289,Central,Science,88.30701107897066,Comm&Mgmt,Yes,97.17765728247048,Mkt&HR,78.26217106251573,No KT,Placed
876,M,92.24499407635068,Central,68.58014399806592,Central,Commerce,48.21070999518141,Others,Yes,95.12669413192877,Mkt&Fin,70.36498574443065,No KT,Placed
877,F,66.71831530015993,Central,69.85239112876613,Others,Science,44.183165550023766,Others,No,93.60805759847533,Mkt&HR,83.0331538606252,No KT,Placed
878,F,70.8890412357814,Central,52.28080654343704,Central,Commerce,93.60428374527922,Sci&Tech,No,53.562916632411394,Mkt&Fin,89.97589890357489,No KT,Placed
879,M,61.55400216398594,Others,75.46781819551099,Others,Arts,63.27005617426566,Sci&Tech,No,92.71290307769698,Mkt&HR,84.56328983118505,No KT,Placed
880,M,75.57705108609565,Central,51.16815386520088,Others,Commerce,57.27278068418085,Comm&Mgmt,Yes,89.08177227216052,Mkt&HR,90.79367019767712,No KT,Placed
881,M,49.81143235510137,Others,59.89388194403163,Central,Science,83.48177525570947,Comm&Mgmt,No,55.17564735030655,Mkt&Fin,43.83198240046143,No KT,Not Placed
882,F,63.46489219910564,Others,91.3018120971961,Others,Arts,90.1849357947914,Comm&Mgmt,Yes,55.37071627181109,Mkt&HR,41.89720229424784,KT Completed,Placed
883,M,98.16473934011725,Central,52.424548552651316,Central,Commerce,91.74937731389805,Others,No,55.058190575877056,Mkt&HR,55.51003406197564,No KT,Placed
884,F,55.48800596206765,Others,44.269497110405965,Central,Arts,58.959828467513645,Sci&Tech,No,50.56662966022438,Mkt&HR,94.0399650465177,No KT,Not Placed
885,F,79.40419987247753,Others,44.14045555676898,Central,Commerce,91.13274347210044,Sci&Tech,Yes,77.43171525972917,Mkt&Fin,89.41955505903843,KT Completed,Placed
886,M,59.511403853481696,Others,96.44707123018648,Central,Arts,42.456036662460725,Sci&Tech,Yes,98.66971457180216,Mkt&HR,80.96363786771869,No KT,Placed
887,M,86.40838754119605,Others,70.41522627771008,Central,Science,42.97968948758313,Comm&Mgmt,No,71.93423514498969,Mkt&HR,82.04552004638296,No KT,Not Placed
888,F,47.85241964310099,Central,64.5647243090211,Central,Commerce,77.41115171044927,Sci&Tech,No,77.03787509436782,Mkt&HR,83.60022815549274,KT Completed,Not Placed
889,F,98.18926270471269,Central,88.6527148604751,Others,Commerce,43.78638214693277,Sci&Tech,Yes,98.39848983849777,Mkt&Fin,96.55616202908482,No KT,Placed
890,M,67.22737248301836,Others,90.14955567463096,Others,Science,59.47655011060969,Sci&Tech,No,62.759111438711535,Mkt&Fin,89.93146913845345,No KT,Placed
891,M,54.16302780078784,Others,59.93146198693628,Others,Arts,80.36535917481544,Comm&Mgmt,Yes,92.92351262991315,Mkt&Fin,77.40342322162286,No KT,Placed
892,M,44.409804839800756,Central,81.6170834484277,Others,Science,60.23601376325358,Sci&Tech,Yes,77.3195233605868,Mkt&Fin,79.94292611542843,No KT,Placed
893,M,50.18547430525244,Others,86.2673689511132,Central,Science,50.775986886405754,Comm&Mgmt,No,78.47382573315053,Mkt&Fin,52.824415723667315,No KT,Not Placed
894,M,71.18643691336106,Central,79.27904121195726,Others,Arts,56.8810373112305,Sci&Tech,Yes,67.15869286036417,Mkt&HR,79.43912950937636,No KT,Placed
895,F,60.22019058587718,Others,49.095704488005964,Others,Science,67.4545199350259,Sci&Tech,Yes,78.07921804834541,Mkt&Fin,65.48074074510751,No KT,Placed
896,F,89.73300195295657,Others,92.55298501102342,Others,Commerce,68.52315132132894,Sci&Tech,Yes,53.6571254739142,Mkt&Fin,49.177712236344625,No KT,Placed
897,F,65.85325141970836,Central,72.34567316416053,Central,Commerce,86.98001388083212,Comm&Mgmt,No,88.23217863070562,Mkt&HR,88.38416915479445,KT Completed,Not Placed
898,F,54.92285635525779,Central,56.94834558220022,Others,Commerce,85.00919376589076,Comm&Mgmt,Yes,64.23438807721358,Mkt&Fin,70.61482598818874,No KT,Placed
899,M,77.0286991962418,Central,65.51369112626163,Central,Science,67.4090682733681,Sci&Tech,No,94.38041647469774,Mkt&HR,98.64550250136529,KT Completed,Placed
900,M,82.40663301312675,Central,42.25426542393444,Others,Commerce,90.74004094592628,Others,No,68.39253473037292,Mkt&Fin,56.9007612684715,No KT,Placed
901,M,50.02251447405699,Others,47.672008073345054,Central,Commerce,46.85422831548375,Comm&Mgmt,No,57.14120552434413,Mkt&HR,68.8402067383046,KT Completed,Not Placed
902,F,50.05715297729906,Central,85.93280503095164,Central,Commerce,55.32120101373409,Comm&Mgmt,Yes,84.79407871842425,Mkt&HR,66.87972728013209,No KT,Placed
903,F,42.20028561601258,Others,40.00069808532197,Others,Commerce,89.6785878101351,Sci&Tech,Yes,58.228907235675145,Mkt&Fin,47.24677134595473,No KT,Not Placed
904,M,84.18412090393844,Central,64.99394970893754,Central,Commerce,62.67964231756919,Others,No,87.68402577714951,Mkt&Fin,65.56691672984677,No KT,Placed
905,M,79.8282716573083,Central,71.35061086513531,Central,Commerce,98.87089352763053,Sci&Tech,No,98.40561182030584,Mkt&HR,57.25320738525549,KT Completed,Placed
906,F,68.47785254498883,Others,43.278065200058336,Others,Science,67.97519689167012,Comm&Mgmt,Yes,88.97764343976309,Mkt&HR,49.61922828201607,No KT,Placed
907,F,90.65022693815183,Central,98.38468977833998,Others,Commerce,87.51613737782584,Comm&Mgmt,No,51.12246242156623,Mkt&HR,56.92933504216836,No KT,Placed
908,M,88.34020917700319,Central,53.56751987498032,Others,Commerce,64.13842248294232,Sci&Tech,No,79.99428940263874,Mkt&HR,53.99510147598352,No KT,Not Placed
909,M,75.12126186380513,Central,58.25192317817685,Central,Arts,65.49721114374583,Sci&Tech,Yes,84.77053354848621,Mkt&HR,84.04441186035268,KT Completed,Not Placed
910,F,92.09627683079552,Central,58.23655073530164,Central,Science,62.972988837051005,Others,No,91.27291628981426,Mkt&HR,41.846510695549604,No KT,Placed
911,M,52.350472602206096,Others,53.824999727040996,Central,Science,83.14453723064871,Others,Yes,52.80011544695001,Mkt&HR,77.04776487479327,No KT,Placed
912,M,46.71517716386367,Others,40.08842932517869,Others,Science,72.85107304359967,Comm&Mgmt,Yes,74.00539139761432,Mkt&Fin,85.63968052141638,No KT,Placed
913,M,56.18497669101937,Central,83.76068764527977,Central,Science,96.62668668210215,Others,No,76.76854363191971,Mkt&HR,68.84340738813839,No KT,Placed
914,F,43.42521136535889,Central,98.01072998795712,Central,Commerce,55.05341899204629,Others,Yes,58.456243132208904,Mkt&Fin,95.89389880047511,KT In Progress,Not Placed
915,F,71.87017168006193,Central,53.4576089971027,Central,Commerce,46.03376392500666,Comm&Mgmt,Yes,66.12249048553248,Mkt&Fin,82.47284171419211,KT Completed,Not Placed
916,F,96.19634153769769,Others,79.78283150820535,Central,Arts,63.595689105952914,Comm&Mgmt,Yes,72.01108631280826,Mkt&HR,84.87541907868504,No KT,Placed
917,F,42.36061244011058,Others,84.51377961752291,Central,Arts,77.00276245880656,Comm&Mgmt,No,91.66048439789007,Mkt&HR,51.81600924645221,No KT,Placed
918,F,47.32659484060161,Others,90.90552274543148,Central,Science,91.6479362149297,Comm&Mgmt,No,96.47037830351034,Mkt&Fin,86.63773455034442,KT Completed,Placed
919,F,67.13194169700611,Others,65.35775182081655,Central,Arts,60.771813200819665,Sci&Tech,No,81.42114144588365,Mkt&HR,89.9256841649869,No KT,Placed
920,F,96.0325010516743,Central,58.17585433842575,Others,Arts,79.2272050674677,Comm&Mgmt,Yes,69.74725930107311,Mkt&HR,61.67598330435938,KT In Progress,Not Placed
921,M,58.96936629860503,Central,59.517708041381866,Others,Science,61.01192086139314,Comm&Mgmt,Yes,62.701550889949296,Mkt&Fin,52.80178408197827,No KT,Placed
922,M,70.43408852130355,Central,82.75727998591077,Others,Science,77.03317497966748,Comm&Mgmt,No,99.10675922180752,Mkt&Fin,63.103040752217,No KT,Placed
923,M,42.494371543023526,Others,89.00676799033816,Central,Arts,93.08847682183905,Others,No,99.15099990381792,Mkt&Fin,84.37647814000823,No KT,Placed
924,M,48.90059205772533,Central,50.89683806539616,Central,Commerce,53.88145853556454,Comm&Mgmt,Yes,96.24884741175174,Mkt&HR,65.05834035212217,No KT,Placed
925,M,99.19780737753081,Others,62.25646048946591,Others,Arts,64.25449852642235,Sci&Tech,No,89.28345749389096,Mkt&HR,84.19911251348728,KT In Progress,Not Placed
926,M,97.90712178616273,Others,94.116411804949,Central,Arts,99.59591178578479,Sci&Tech,No,66.28897718728092,Mkt&Fin,46.813872458652256,No KT,Placed
927,M,40.29639885606458,Central,88.40161118168436,Others,Commerce,92.11342169496766,Comm&Mgmt,No,90.85002417488153,Mkt&HR,88.36070262930906,KT Completed,Placed
928,F,97.10870712539435,Central,99.09150416574855,Central,Commerce,73.87839147377213,Sci&Tech,No,70.43965086355863,Mkt&Fin,55.19244889854144,No KT,Not Placed
929,F,78.34719626893002,Central,85.25489558092485,Central,Science,70.99765551125651,Others,No,66.33865490775226,Mkt&HR,54.93573926287562,KT Completed,Not Placed
930,M,92.07509767120132,Others,63.59171206167534,Others,Science,57.07602293828086,Comm&Mgmt,Yes,87.24326792331398,Mkt&Fin,75.42285791223165,No KT,Placed
931,M,67.28439133803155,Others,75.43827003967826,Others,Arts,71.03256566161176,Sci&Tech,No,53.98269638102114,Mkt&HR,44.20708274481938,KT Completed,Not Placed
932,F,70.93576171475502,Central,79.66085525483922,Others,Commerce,90.89088989679684,Sci&Tech,No,52.42813616478308,Mkt&Fin,41.57786360108011,No KT,Placed
933,M,69.3307948154152,Central,44.70734897902744,Others,Science,81.11047079666683,Comm&Mgmt,Yes,72.39768485905928,Mkt&HR,55.66171991760696,KT Completed,Placed
934,M,80.01185545276627,Others,72.66981754623191,Others,Arts,57.4026416906792,Sci&Tech,Yes,72.2819400411081,Mkt&HR,72.28405304408936,No KT,Placed
935,F,48.379075285378775,Central,82.55924970835657,Central,Commerce,52.08783526321198,Comm&Mgmt,Yes,94.78220765319175,Mkt&Fin,94.45698317351363,No KT,Placed
936,M,41.798415392360674,Others,50.039278240063624,Central,Arts,55.91251221980975,Sci&Tech,Yes,56.30765481439084,Mkt&HR,90.78611057843841,KT Completed,Not Placed
937,F,58.47579649547146,Others,86.83790304553344,Central,Science,50.18555208356959,Others,No,56.16419637262064,Mkt&HR,69.42678759525853,No KT,Not Placed
938,M,82.2808457641988,Central,75.0263668308467,Others,Science,45.738441761422955,Sci&Tech,No,57.37263002374506,Mkt&Fin,42.22311962160957,No KT,Not Placed
939,F,52.1112071273769,Central,97.13330714185568,Others,Commerce,65.1481704665233,Sci&Tech,No,51.48681306473013,Mkt&HR,72.11516407775855,No KT,Not Placed
940,F,80.40594599949503,Central,42.5453378924135,Others,Arts,46.79797626389606,Comm&Mgmt,No,53.58658689074542,Mkt&HR,82.28773599551772,No KT,Placed
941,F,98.19472276643623,Central,55.919568253328016,Others,Commerce,50.31475346362626,Sci&Tech,Yes,82.99349334145195,Mkt&HR,60.349871951502024,No KT,Placed
942,M,45.6340429473651,Others,76.09323275798944,Others,Science,72.83948106036917,Comm&Mgmt,Yes,71.57921645587547,Mkt&Fin,46.66379819689928,No KT,Placed
943,F,80.35612709350758,Others,57.79359473235584,Others,Science,49.87595642197448,Others,No,88.18015335440069,Mkt&Fin,56.714077192339566,No KT,Not Placed
944,M,66.62501315827427,Others,82.86544984427454,Central,Arts,43.83278604585417,Comm&Mgmt,No,99.629885929083,Mkt&Fin,86.29533186806884,No KT,Placed
945,M,92.08853526265032,Central,85.54031695131586,Central,Arts,59.04333100167311,Comm&Mgmt,No,82.95173405495007,Mkt&Fin,61.0746299369997,No KT,Placed
946,M,50.628987366843155,Others,46.150957843988465,Central,Arts,53.21914591731805,Sci&Tech,No,52.52277853100619,Mkt&Fin,88.71888944114261,KT In Progress,Not Placed
947,M,81.55755713356987,Central,70.83126785240606,Central,Commerce,70.9183112796626,Others,Yes,55.22814323771708,Mkt&HR,59.17128710844855,No KT,Placed
948,F,90.28691737888661,Central,70.53343333546336,Central,Arts,46.14202507499256,Comm&Mgmt,No,94.05020424073538,Mkt&HR,49.81330230482909,No KT,Not Placed
949,F,96.6768531684414,Central,62.156846212932464,Others,Arts,85.10624726097868,Sci&Tech,Yes,76.37479722791308,Mkt&Fin,66.1509015708165,No KT,Placed
950,M,80.99488169737876,Central,95.97549175418033,Others,Science,94.37401116610832,Sci&Tech,Yes,91.24185796978699,Mkt&HR,67.13647073734833,No KT,Placed
951,M,69.83048584050565,Central,89.65037919239327,Others,Science,84.60611043737165,Comm&Mgmt,Yes,92.8306168112463,Mkt&HR,40.966493112960215,No KT,Placed
952,F,77.07083441207283,Central,81.8325629145782,Others,Arts,71.96962224408365,Sci&Tech,Yes,96.38372707497595,Mkt&HR,47.02270436237957,No KT,Placed
953,M,92.1342990687231,Others,82.85959814409986,Others,Arts,91.6400693073331,Comm&Mgmt,No,97.49146027431829,Mkt&HR,51.09556112636905,No KT,Placed
954,F,74.23658479832977,Central,67.70296862878715,Others,Science,81.69510278689046,Comm&Mgmt,No,77.74128982516531,Mkt&Fin,46.81523904272049,No KT,Placed
955,M,41.82322358181021,Others,95.25967126579455,Central,Arts,40.63306734701139,Comm&Mgmt,No,67.0510086128017,Mkt&Fin,60.49156452528183,No KT,Not Placed
956,M,95.85692173041866,Others,81.67572563519713,Others,Commerce,63.64540916647019,Others,No,98.09324371739993,Mkt&HR,97.87737133702109,KT Completed,Not Placed
957,F,81.37160506189366,Central,83.738863699349,Others,Commerce,91.057113964408,Comm&Mgmt,Yes,77.37032030006127,Mkt&HR,70.55335229962468,No KT,Placed
958,M,80.59080314663478,Central,91.70145422724072,Others,Commerce,60.751531478516156,Sci&Tech,Yes,53.21263614773055,Mkt&Fin,77.6533614322388,No KT,Placed
959,F,52.94050914386303,Central,56.444295360531456,Others,Arts,42.11291041153141,Others,Yes,82.13882750299325,Mkt&HR,61.38318871138169,No KT,Placed
960,M,79.53312821395943,Others,88.42425423200217,Central,Science,84.77077831313633,Sci&Tech,No,79.38423751975054,Mkt&HR,59.40926569858877,KT Completed,Not Placed
961,M,63.63186433924951,Central,51.71443617738952,Central,Arts,88.12229621697212,Others,Yes,94.78964364473529,Mkt&HR,41.3888063149005,KT Completed,Placed
962,M,79.07397862248953,Others,60.72051713469327,Others,Arts,49.63562170259851,Others,Yes,82.65935945789062,Mkt&Fin,70.02001934056135,KT In Progress,Not Placed
963,F,46.39558181847944,Central,60.136627256190565,Central,Science,72.24042981059087,Others,Yes,67.45262122307757,Mkt&Fin,69.01654040509997,No KT,Placed
964,M,79.47071827618217,Central,98.71152810334843,Central,Science,51.51732633974355,Others,Yes,98.31128628529102,Mkt&HR,49.46984357086738,No KT,Placed
965,M,99.96482354623998,Others,91.39223342487561,Others,Science,83.1540651426488,Sci&Tech,No,90.08097429910168,Mkt&HR,85.85944001240222,No KT,Placed
966,M,42.892722331633365,Others,82.07019169541559,Others,Commerce,56.29302731064914,Comm&Mgmt,Yes,81.52088091906772,Mkt&HR,69.56045981866018,KT Completed,Not Placed
967,M,98.63045105327905,Central,83.62340569692341,Others,Arts,58.972907353799805,Sci&Tech,Yes,64.64626017015614,Mkt&HR,60.3396382096944,KT In Progress,Not Placed
968,F,64.41447764337224,Others,73.72436766415427,Others,Science,90.69825121840609,Comm&Mgmt,No,68.67701481571478,Mkt&HR,48.81453454137562,No KT,Not Placed
969,F,92.24520702023554,Others,96.82544002651115,Others,Arts,68.57934113241426,Sci&Tech,No,83.49849620483283,Mkt&HR,73.12964961826074,No KT,Placed
970,M,86.94312904349641,Others,69.77552517294168,Central,Commerce,80.18526707309488,Others,No,53.599040923166086,Mkt&Fin,85.16902156532859,No KT,Placed
971,F,74.02097565920008,Others,62.831062592193675,Others,Commerce,64.14238304334806,Others,Yes,62.834029582513175,Mkt&Fin,56.9199611610983,No KT,Placed
972,M,84.30695255507959,Others,49.78212021589546,Others,Science,57.880411431625326,Comm&Mgmt,Yes,85.6950466698299,Mkt&HR,53.127661094603354,No KT,Placed
973,M,92.71093367808086,Central,87.17233913566348,Others,Science,77.52868362547969,Comm&Mgmt,Yes,74.00092549223105,Mkt&Fin,71.31609784387462,No KT,Placed
974,M,64.24841929906198,Central,84.06663592453549,Central,Arts,49.291454444729276,Sci&Tech,Yes,70.1196782407215,Mkt&HR,49.320598150601015,No KT,Placed
975,F,59.62198969379432,Others,63.06130231144809,Others,Science,62.37999013401178,Comm&Mgmt,No,57.572881120020725,Mkt&HR,79.9968031956571,No KT,Not Placed
976,F,80.05560313381508,Central,41.51160483755376,Others,Arts,52.54222224315534,Sci&Tech,Yes,72.09245172388663,Mkt&Fin,76.32061767665382,No KT,Placed
977,F,88.47075651647552,Central,90.33983966308065,Others,Science,81.74769801644473,Comm&Mgmt,Yes,88.53459853801169,Mkt&Fin,45.22492297548572,No KT,Placed
978,F,85.73710808659695,Others,40.68507900724442,Central,Arts,96.65253030076646,Comm&Mgmt,No,63.20064230359465,Mkt&HR,42.19122276288243,No KT,Placed
979,F,87.86881893151806,Central,82.22198677774306,Others,Arts,99.73065808095198,Comm&Mgmt,No,50.26992710918387,Mkt&HR,77.2173191553151,No KT,Placed
980,F,66.13499888877598,Others,98.21542658356341,Others,Arts,67.01660862649544,Others,No,83.42524505754915,Mkt&Fin,57.657626439324446,KT Completed,Not Placed
981,F,89.0700529705013,Others,66.2596796888922,Others,Arts,55.15182337818667,Others,Yes,98.63133022162762,Mkt&Fin,45.18674519040391,KT Completed,Placed
982,F,47.212543322236506,Central,54.09840429975716,Central,Commerce,66.56976222305946,Sci&Tech,Yes,80.34132817942914,Mkt&HR,85.56572229738919,No KT,Placed
983,F,72.66934587765098,Others,82.29226060260291,Others,Arts,90.83616459776343,Comm&Mgmt,Yes,55.996092946356505,Mkt&HR,58.84264018105865,No KT,Placed
984,M,40.34551962988729,Others,89.0276885209351,Others,Science,52.3603407131224,Sci&Tech,Yes,66.03665461723365,Mkt&HR,67.57597297829341,No KT,Placed
985,F,59.47514979401622,Others,72.78581896467084,Others,Commerce,97.12573909917543,Comm&Mgmt,Yes,93.38208073601118,Mkt&Fin,54.208775647226155,No KT,Placed
986,F,61.98769209228387,Others,98.02211651536877,Central,Commerce,60.51194612788906,Others,No,61.62840371284143,Mkt&HR,77.63902470147787,KT Completed,Not Placed
987,F,63.770361496555324,Others,43.100123299477666,Others,Arts,99.14821956701829,Others,No,80.3847951748804,Mkt&Fin,58.089304921261565,KT Completed,Not Placed
988,F,81.72803240139173,Central,70.28773589827169,Others,Commerce,90.31653325203774,Comm&Mgmt,Yes,70.1335604126999,Mkt&HR,98.0812576736577,No KT,Placed
989,F,63.31348607622074,Central,83.107236839353,Others,Arts,88.51423204884341,Comm&Mgmt,Yes,60.39218607098245,Mkt&Fin,82.1768529170144,KT In Progress,Not Placed
990,F,66.92161735735183,Others,91.75842826895074,Central,Science,59.07428042639701,Others,Yes,90.67034467823399,Mkt&Fin,48.20333658240795,KT In Progress,Not Placed
991,F,54.252647852459646,Others,50.755336714467404,Central,Arts,40.52663271687577,Others,Yes,87.14156382328451,Mkt&Fin,65.00169038040801,KT Completed,Not Placed
992,F,62.39510749776041,Central,88.00020890582088,Others,Commerce,62.927974529559265,Sci&Tech,Yes,83.07955329796327,Mkt&Fin,63.125265983792715,No KT,Placed
993,F,53.63617763578909,Others,73.1624245431127,Central,Science,58.10856217976162,Others,No,61.81682951343756,Mkt&HR,72.05482664322298,No KT,Placed
994,F,44.39175542610662,Central,63.7932209193978,Central,Arts,42.243819424527835,Comm&Mgmt,No,54.8928501358225,Mkt&Fin,90.5158404687552,No KT,Not Placed
995,F,76.20691560288267,Others,47.90290171474561,Central,Science,70.32191539035578,Sci&Tech,No,78.80796649129832,Mkt&Fin,75.0053209109801,No KT,Placed
996,M,80.09276791330097,Others,91.91774553453475,Others,Science,64.1818786769642,Comm&Mgmt,Yes,77.68389167697167,Mkt&Fin,43.69340065599996,No KT,Placed
997,M,77.16942076057687,Others,49.43639249078292,Others,Commerce,78.07338806449148,Sci&Tech,Yes,59.41925046674365,Mkt&HR,79.3249418081713,KT Completed,Not Placed
998,F,67.80964262803434,Others,58.58727155254596,Central,Science,77.27117933164499,Comm&Mgmt,No,52.812334715758624,Mkt&HR,40.495917876751506,No KT,Not Placed
999,F,62.78714681075379,Others,57.40273191774621,Central,Commerce,47.24479815380081,Others,No,54.0354227096993,Mkt&HR,86.79762763242358,KT In Progress,Not Placed
1000,M,91.80001897430952,Others,92.28484205145125,Central,Science,98.61793276759735,Comm&Mgmt,Yes,99.63854932563669,Mkt&HR,79.99816434467452,No KT,Placed
